ins_name,ins_path,solver,simdays,noLinacs,arrivalrate,noSlotsPerDay,planningHorizon,lNoPatients,lNoNewPatients,lNoSections,runtime,mipgap,feasibility,objval,avg_occupancy,std_occupancy,avgwait,avglate,avgwaitP1,avglateP1,avgwaitP2,avglateP2,avgwaitP3,avglateP3,avgwaitP4,avglateP4
0,,daily,30,6,9.0,120,80,"[498, 1, 123, 220, 154]","[299, 0, 109, 110, 80]","[4205, 0, 350, 2225, 1630]",13.310845851898193,1.0,True,20529.614147206008,0.0,0.0,29.849498327759196,16.93645484949833,0.0,0.0,21.091743119266056,18.513761467889907,34.481818181818184,20.763636363636362,35.4125,9.525
0,,daily_greedy,150,6,9.0,120,80,"[498, 1, 123, 220, 154]","[299, 0, 109, 110, 80]","[4205, 0, 350, 2225, 1630]",1.7435972690582275,1.0,True,2520.325187656381,45.44166666666667,44.911533038821105,29.130434782608695,16.17725752508361,0.0,0.0,20.577981651376145,17.990825688073393,33.75454545454546,20.2,34.425,8.175
0,,greedy,30,6,9.0,120,80,"[498, 1, 123, 220, 154]","[299, 0, 109, 110, 80]","[4205, 0, 350, 2225, 1630]",1.8648011684417725,1.0,True,20463.74640325271,0.0,0.0,28.016722408026755,15.03010033444816,0.0,0.0,14.880733944954128,12.422018348623853,35.054545454545455,21.4,36.2375,9.825
0,,prediction,30,6,9.0,120,80,"[498, 1, 123, 220, 154]","[299, 0, 109, 110, 80]","[4205, 0, 350, 2225, 1630]",2.2411389350891113,30.0,True,20358.16331317765,0.0,0.0,24.123745819397993,10.842809364548495,0.0,0.0,5.486238532110092,3.477064220183486,31.827272727272728,17.90909090909091,38.925,11.1625
0,,weekly,30,6,9.0,120,80,"[498, 1, 123, 220, 154]","[299, 0, 109, 110, 80]","[4205, 0, 350, 2225, 1630]",18.67298913002014,1.0,True,20512.267452043365,0.0,0.0,29.016722408026755,15.812709030100335,0.0,0.0,19.743119266055047,17.238532110091743,32.96363636363636,19.20909090909091,36.225,9.2
1,,static,30,6,9.0,120,80,"[532, 1, 118, 249, 164]","[265, 1, 102, 101, 61]","[3518, 2, 305, 2070, 1141]",2103.7295429706573,0.018663092767189766,True,20328.69335892123,0.0,0.0,23.750943396226415,11.837735849056603,0.0,0.0,1.392156862745098,0.0,35.386138613861384,21.81188118811881,42.26229508196721,15.311475409836065
2,,static,30,6,9.0,120,80,"[512, 0, 114, 240, 158]","[269, 0, 105, 101, 63]","[3575, 0, 297, 2034, 1244]",964.4655785560608,0.018067080574467886,True,20324.69841269841,0.0,0.0,22.83271375464684,10.762081784386616,0.0,0.0,1.5142857142857142,0.0,32.83168316831683,19.168316831683168,42.333333333333336,15.222222222222221
3,,static,30,6,9.0,120,80,"[462, 1, 113, 212, 136]","[276, 1, 103, 108, 64]","[3848, 5, 320, 2212, 1311]",10282.05464553833,0.019999877352746397,True,20281.18031396081,0.0,0.0,16.456521739130434,4.2644927536231885,0.0,0.0,1.4757281553398058,0.0,21.685185185185187,8.222222222222221,32.0,4.515625
4,,static,30,6,9.0,120,80,"[519, 0, 117, 245, 157]","[265, 0, 102, 100, 63]","[3590, 0, 296, 2074, 1220]",213.45707392692566,0.019450836601420638,True,20331.942408963587,0.0,0.0,24.433962264150942,12.20754716981132,0.0,0.0,1.411764705882353,0.0,35.94,21.98,43.44444444444444,16.46031746031746
5,,daily,30,6,9.0,120,80,"[487, 1, 114, 222, 150]","[273, 0, 101, 102, 70]","[3791, 0, 295, 2069, 1427]",12.034491539001465,1.0,True,20553.431150678094,0.0,0.0,30.63736263736264,17.912087912087912,0.0,0.0,23.15841584158416,20.821782178217823,33.98039215686274,20.401960784313726,36.55714285714286,10.085714285714285
