ins_name,ins_path,solver,simdays,noLinacs,arrivalrate,noSlotsPerDay,planningHorizon,lNoPatients,lNoNewPatients,lNoSections,runtime,mipgap,feasibility,objval,avg_occupancy,std_occupancy,avgwait,avglate,avgwaitP1,avglateP1,avgwaitP2,avglateP2,avgwaitP3,avglateP3,avgwaitP4,avglateP4
0,,biweekly,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",21.33420419692993,1.0,True,20692.422535612535,-1,-1,25.180555555555557,12.559027777777779,22.0,22.0,15.307692307692308,12.961538461538462,30.166666666666668,16.99074074074074,31.733333333333334,5.493333333333333
0,,daily,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",13.843205451965332,1.0,True,2765.064287749288,-1,-1,25.211805555555557,12.555555555555555,27.0,27.0,17.33653846153846,14.990384615384615,29.12037037037037,15.814814814814815,30.48,4.293333333333333
0,,daily_greedy,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",2.0394513607025146,1.0,True,2705.276282051282,-1,-1,24.649305555555557,11.927083333333334,24.0,24.0,14.711538461538462,12.39423076923077,29.925925925925927,16.574074074074073,30.84,4.426666666666667
0,,greedy,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",2.0919575691223145,1.0,True,2695.6616809116813,-1,-1,24.3125,11.5625,24.0,24.0,13.85576923076923,11.557692307692308,29.814814814814813,16.39814814814815,30.893333333333334,4.44
0,,online_prediction,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",17.84073281288147,1.0,True,2310.4799999999996,-1,-1,20.47222222222222,7.59375,0.0,0.0,2.4711538461538463,0.5384615384615384,27.74074074074074,14.00925925925926,35.24,8.24
0,,prediction,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",2.2371039390563965,30.0,True,20311.757621082623,-1,-1,20.506944444444443,7.625,0.0,0.0,2.6153846153846154,0.7019230769230769,27.925925925925927,14.175925925925926,34.906666666666666,7.8933333333333335
0,,prediction_daily,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",15.225282430648804,1.0,True,2362.962564102564,-1,-1,21.68402777777778,8.864583333333334,2.0,2.0,5.288461538461538,3.3846153846153846,30.185185185185187,16.48148148148148,32.44,5.586666666666667
0,,static,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",54020.30153346062,0.035059791597921754,True,20286.79056980057,-1,-1,18.0,5.40625,0.0,0.0,1.3365384615384615,0.0,23.296296296296298,9.88888888888889,33.72,6.52
0,,weekly,30,7,10.1,120,80,"[530, 1, 117, 250, 162]","[288, 1, 104, 108, 75]","[4013, 2, 317, 2253, 1441]",38.464839935302734,1.0,True,2770.313404558404,-1,-1,25.395833333333332,12.756944444444445,27.0,27.0,17.798076923076923,15.471153846153847,29.037037037037038,15.944444444444445,30.666666666666668,4.213333333333333
1,,static,30,7,10.1,120,80,"[537, 1, 123, 251, 162]","[294, 1, 107, 108, 78]","[4122, 2, 328, 2272, 1520]",34276.06885385513,0.0138470722156277,True,20285.61779428602,-1,-1,17.775510204081634,5.187074829931973,0.0,0.0,1.3644859813084111,0.0,23.203703703703702,9.833333333333334,33.0,5.935897435897436
2,,static,30,7,10.1,120,80,"[595, 2, 138, 272, 183]","[328, 2, 122, 115, 89]","[4485, 3, 351, 2348, 1783]",3803.2447366714478,0.014441609200323925,True,20304.141609872902,-1,-1,20.5640243902439,8.009146341463415,0.0,0.0,1.3278688524590163,0.0,28.469565217391306,14.730434782608695,37.17977528089887,10.48314606741573
