ins_name,ins_path,solver,simdays,noLinacs,arrivalrate,noSlotsPerDay,planningHorizon,lNoPatients,lNoNewPatients,lNoSections,runtime,mipgap,feasibility,objval,avg_occupancy,std_occupancy,avgwait,avglate,avgwaitP1,avglateP1,avgwaitP2,avglateP2,avgwaitP3,avglateP3,avgwaitP4,avglateP4
0,,daily,150,4,6.0,120,80,"[362, 2, 85, 174, 101]","[187, 2, 78, 61, 46]","[2432, 11, 242, 1344, 835]",5.4354472160339355,1.0,True,2713.904773653526,51.266666666666666,42.84791904709803,35.23529411764706,23.048128342245988,16.5,16.5,16.05128205128205,13.58974358974359,48.01639344262295,34.59016393442623,51.630434782608695,24.065217391304348
0,,daily_greedy,150,4,6.0,120,80,"[362, 2, 85, 174, 101]","[187, 2, 78, 61, 46]","[2432, 11, 242, 1344, 835]",0.8325679302215576,1.0,True,2707.215947511742,51.266666666666666,42.96522010753452,34.711229946524064,22.663101604278076,16.5,16.5,15.58974358974359,13.128205128205128,47.16393442622951,33.85245901639344,51.41304347826087,24.26086956521739
0,,greedy,150,4,6.0,120,80,"[362, 2, 85, 174, 101]","[187, 2, 78, 61, 46]","[2432, 11, 242, 1344, 835]",0.8095450401306152,1.0,True,2701.6724509750175,51.266666666666666,42.91578019580693,34.48663101604278,22.406417112299465,16.5,16.5,15.08974358974359,12.653846153846153,46.85245901639344,33.442622950819676,51.76086956521739,24.565217391304348
0,,online_prediction,150,4,6.0,120,80,"[362, 2, 85, 174, 101]","[187, 2, 78, 61, 46]","[2432, 11, 242, 1344, 835]",2.6297528743743896,1.0,True,2448.589368934701,51.26666666666666,41.79113714076847,28.807486631016044,16.780748663101605,5.5,5.5,3.730769230769231,1.8076923076923077,47.60655737704918,33.60655737704918,47.41304347826087,20.347826086956523
0,,weekly,150,4,6.0,120,80,"[362, 2, 85, 174, 101]","[187, 2, 78, 61, 46]","[2432, 11, 242, 1344, 835]",5.537120580673218,1.0,True,2707.802812654202,51.26666666666666,43.19858536778464,34.2620320855615,21.946524064171122,16.5,16.5,16.141025641025642,13.743589743589743,45.50819672131148,31.901639344262296,50.84782608695652,22.891304347826086
5,,daily,150,4,6.0,120,80,"[342, 2, 79, 164, 97]","[182, 2, 73, 62, 45]","[2453, 11, 219, 1369, 854]",5.418601036071777,1.0,True,2679.7647665340987,48.86527777777778,42.76625162629501,32.12637362637363,20.208791208791208,17.5,17.5,13.520547945205479,11.150684931506849,45.5,31.741935483870968,44.53333333333333,19.133333333333333
5,,daily_greedy,150,4,6.0,120,80,"[342, 2, 79, 164, 97]","[182, 2, 73, 62, 45]","[2453, 11, 219, 1369, 854]",0.7801961898803711,1.0,True,2635.3136937202335,48.86527777777778,42.54072488256342,32.175824175824175,20.04945054945055,14.5,14.5,12.164383561643836,9.931506849315069,46.45161290322581,32.564516129032256,45.75555555555555,19.466666666666665
5,,greedy,150,4,6.0,120,80,"[342, 2, 79, 164, 97]","[182, 2, 73, 62, 45]","[2453, 11, 219, 1369, 854]",0.7490103244781494,1.0,True,2622.071635488781,48.86527777777778,42.46532856361095,32.027472527472526,19.978021978021978,13.5,13.5,11.986301369863014,9.753424657534246,46.53225806451613,32.645161290322584,45.37777777777778,19.4
5,,online_prediction,150,4,6.0,120,80,"[342, 2, 79, 164, 97]","[182, 2, 73, 62, 45]","[2453, 11, 219, 1369, 854]",2.6552443504333496,1.0,True,2436.183257229833,48.86527777777778,41.0540839694541,28.46153846153846,16.313186813186814,5.0,5.0,3.6575342465753424,1.63013698630137,45.5,31.5,46.266666666666666,19.711111111111112
5,,weekly,150,4,6.0,120,80,"[342, 2, 79, 164, 97]","[182, 2, 73, 62, 45]","[2453, 11, 219, 1369, 854]",5.540274143218994,1.0,True,2634.5187509206066,48.86527777777778,42.97233806006796,31.203296703296704,18.95054945054945,14.0,14.0,13.397260273972602,11.10958904109589,41.67741935483871,28.225806451612904,46.422222222222224,19.11111111111111
